0, 120, candidates {
, You are an assistant tasked with summarizing videos for retrieval.                     These summaries will be embedded and used to retrieve the raw video.                    Chapterize the video content by grouping the video content into chapters                     with intervals of 16 seconds and providing a concise detail for each chapter that is well optimized for retrieval.                    If there is a famous person like politician, celebrity or athlete, indicate their name and describe what they are famous for.                    Describe important scenes in the video concisely.                    If you are not sure about any info, please do not make it up.                     Only consider video from 360 seconds to 480 seconds. Ignore analyzing the rest of video.                    If it is the last chapter, set the endOffset to 480 instead.\ 
                    If a chapter includes prohibited content, set chapterSummary to "".                    For result, follow JSON schema.<JSONSchema>"\n{\n  \"description\": \"A list of chapters\",\n  \"type\": \"array\",\n  \"items\": {\n\t\"type\":\"object\",\n\t\"properties\": {\n\t\t\"startOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"endOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"chapterSummary\": {\n\t\t\t\"type\":\"string\"\n\t\t}\n\t},\n\t\"required\": [\"startOffset\",\"endOffset\",\"chapterSummary\" ]\n  }\n}\n"</JSONSchema>"
                    
480, 600, candidates {
  content {
    role: "model"
    parts {
      text: "```json\n[\n  {\n    \"startOffset\": 480,\n    \"endOffset\": 496,\n    \"chapterSummary\": \"A woman speaks about the shame of the abuse she suffered as a child.\"\n  },\n  {\n    \"startOffset\": 496,\n    \"endOffset\": 512,\n    \"chapterSummary\": \"She speaks about the abuse she experienced as a child and how it affected her and her family.\"\n  },\n  {\n    \"startOffset\": 512,\n    \"endOffset\": 528,\n    \"chapterSummary\": \"She describes how she was treated by her family and a man who was the perpetrator. She describes his demeanor and appearance.\"\n  },\n  {\n    \"startOffset\": 528,\n    \"endOffset\": 544,\n    \"chapterSummary\": \"She talks about how the abuser had a long leash to carry out his actions. She describes how she was treated by her family and how they reacted to her complaints.\"\n  },\n  {\n    \"startOffset\": 544,\n    \"endOffset\": 560,\n    \"chapterSummary\": \"She shares how the abuser treated her. She says that the abuser was known as a pillar of the community.\"\n  },\n  {\n    \"startOffset\": 560,\n    \"endOffset\": 576,\n    \"chapterSummary\": \"She says the abuser had a reputation in the community as a pillar of society, and his reputation helped him get away with his crimes.\"\n  },\n  {\n    \"startOffset\": 576,\n    \"endOffset\": 592,\n    \"chapterSummary\": \"She shares how the abuser acted. She says that the abuser often used children in a sick and twisted way.\"\n  },\n  {\n    \"startOffset\": 592,\n    \"endOffset\": 600,\n    \"chapterSummary\": \"The woman describes the abuse and how it affected her and her family.\"\n  }\n]\n```"
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.167763337
    severity: HARM_SEVERITY_LOW
    severity_score: 0.22592856
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.189821288
    severity: HARM_SEVERITY_LOW
    severity_score: 0.226612449
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: LOW
    probability_score: 0.54534626
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.403684378
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: LOW
    probability_score: 0.349976927
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.404154658
  }
}
usage_metadata {
  prompt_token_count: 851419
  candidates_token_count: 464
  total_token_count: 851883
}
, You are an assistant tasked with summarizing videos for retrieval.                     These summaries will be embedded and used to retrieve the raw video.                    Chapterize the video content by grouping the video content into chapters                     with intervals of 16 seconds and providing a concise detail for each chapter that is well optimized for retrieval.                    If there is a famous person like politician, celebrity or athlete, indicate their name and describe what they are famous for.                    Describe important scenes in the video concisely.                    If you are not sure about any info, please do not make it up.                     Only consider video from 480 seconds to 600 seconds. Ignore analyzing the rest of video.                    If it is the last chapter, set the endOffset to 600 instead.\ 
                    If a chapter includes prohibited content, set chapterSummary to "".                    For result, follow JSON schema.<JSONSchema>"\n{\n  \"description\": \"A list of chapters\",\n  \"type\": \"array\",\n  \"items\": {\n\t\"type\":\"object\",\n\t\"properties\": {\n\t\t\"startOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"endOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"chapterSummary\": {\n\t\t\t\"type\":\"string\"\n\t\t}\n\t},\n\t\"required\": [\"startOffset\",\"endOffset\",\"chapterSummary\" ]\n  }\n}\n"</JSONSchema>"
                    
600, 720, candidates {
  content {
    role: "model"
    parts {
      text: "```json\n[\n  {\n    \"startOffset\": 600,\n    \"endOffset\": 616,\n    \"chapterSummary\": \"A woman, who had been abused, explains that she was just a child when it happened and that she is still working through the trauma. She said she could not bring herself to confront her abuser. \"\n  },\n  {\n    \"startOffset\": 616,\n    \"endOffset\": 632,\n    \"chapterSummary\": \"A detective explained he saw the perpetrator\'s true nature, and that the way he treated young children was particularly cruel. \"\n  },\n  {\n    \"startOffset\": 632,\n    \"endOffset\": 648,\n    \"chapterSummary\": \"The detective talks about the nature of the crimes and explains that he took the risk to wear a wire to catch the perpetrator in the act. \"\n  },\n  {\n    \"startOffset\": 648,\n    \"endOffset\": 664,\n    \"chapterSummary\": \"The detective says that he knew the perpetrator was waiting for this day to confront him about what had happened 30 to 40 years before.\"\n  },\n  {\n    \"startOffset\": 664,\n    \"endOffset\": 680,\n    \"chapterSummary\": \"The woman explains she went along with her abuser\'s game because she was young, and she knew she could not fight him. She also says that he asked them to dress up his penis and touch it as part of the abuse.\"\n  },\n  {\n    \"startOffset\": 680,\n    \"endOffset\": 696,\n    \"chapterSummary\": \"The detective explains that he was initially skeptical that this was more than a run of the mill case, and he was unsure of how to approach it.\"\n  },\n  {\n    \"startOffset\": 696,\n    \"endOffset\": 712,\n    \"chapterSummary\": \"The woman explains that her family was young when the abuse began and they did not know what to do. She also said that her abuser was very popular, and that this made him feel untouchable. \"\n  },\n  {\n    \"startOffset\": 712,\n    \"endOffset\": 720,\n    \"chapterSummary\": \"The detective said that he needed to collect evidence, and he did this by wearing a wire and recording his conversations. \"\n  }\n]\n```"
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.169680864
    severity: HARM_SEVERITY_LOW
    severity_score: 0.229535222
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.195901573
    severity: HARM_SEVERITY_LOW
    severity_score: 0.23196201
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: LOW
    probability_score: 0.540014327
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.405743062
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: LOW
    probability_score: 0.38393
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.435781419
  }
}
usage_metadata {
  prompt_token_count: 851419
  candidates_token_count: 555
  total_token_count: 851974
}
, You are an assistant tasked with summarizing videos for retrieval.                     These summaries will be embedded and used to retrieve the raw video.                    Chapterize the video content by grouping the video content into chapters                     with intervals of 16 seconds and providing a concise detail for each chapter that is well optimized for retrieval.                    If there is a famous person like politician, celebrity or athlete, indicate their name and describe what they are famous for.                    Describe important scenes in the video concisely.                    If you are not sure about any info, please do not make it up.                     Only consider video from 600 seconds to 720 seconds. Ignore analyzing the rest of video.                    If it is the last chapter, set the endOffset to 720 instead.\ 
                    If a chapter includes prohibited content, set chapterSummary to "".                    For result, follow JSON schema.<JSONSchema>"\n{\n  \"description\": \"A list of chapters\",\n  \"type\": \"array\",\n  \"items\": {\n\t\"type\":\"object\",\n\t\"properties\": {\n\t\t\"startOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"endOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"chapterSummary\": {\n\t\t\t\"type\":\"string\"\n\t\t}\n\t},\n\t\"required\": [\"startOffset\",\"endOffset\",\"chapterSummary\" ]\n  }\n}\n"</JSONSchema>"
                    
720, 840, candidates {
  finish_reason: PROHIBITED_CONTENT
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.175396785
    severity: HARM_SEVERITY_LOW
    severity_score: 0.232310146
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.191932783
    severity: HARM_SEVERITY_LOW
    severity_score: 0.225587174
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: LOW
    probability_score: 0.551452935
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.406567425
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: LOW
    probability_score: 0.376164705
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.426023066
  }
}
usage_metadata {
  prompt_token_count: 851419
  total_token_count: 851419
}
, You are an assistant tasked with summarizing videos for retrieval.                     These summaries will be embedded and used to retrieve the raw video.                    Chapterize the video content by grouping the video content into chapters                     with intervals of 16 seconds and providing a concise detail for each chapter that is well optimized for retrieval.                    If there is a famous person like politician, celebrity or athlete, indicate their name and describe what they are famous for.                    Describe important scenes in the video concisely.                    If you are not sure about any info, please do not make it up.                     Only consider video from 720 seconds to 840 seconds. Ignore analyzing the rest of video.                    If it is the last chapter, set the endOffset to 840 instead.\ 
                    If a chapter includes prohibited content, set chapterSummary to "".                    For result, follow JSON schema.<JSONSchema>"\n{\n  \"description\": \"A list of chapters\",\n  \"type\": \"array\",\n  \"items\": {\n\t\"type\":\"object\",\n\t\"properties\": {\n\t\t\"startOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"endOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"chapterSummary\": {\n\t\t\t\"type\":\"string\"\n\t\t}\n\t},\n\t\"required\": [\"startOffset\",\"endOffset\",\"chapterSummary\" ]\n  }\n}\n"</JSONSchema>"
                    
840, 960, candidates {
  content {
    role: "model"
    parts {
      text: "```json\n[\n  {\n    \"startOffset\": 840,\n    \"endOffset\": 856,\n    \"chapterSummary\": \"A woman in a striped shirt describes how she feels guilty for not doing more to protect the children involved.\"\n  },\n  {\n    \"startOffset\": 856,\n    \"endOffset\": 872,\n    \"chapterSummary\": \"A woman describes how she feels guilty for not doing more to protect the children involved.\"\n  },\n  {\n    \"startOffset\": 872,\n    \"endOffset\": 888,\n    \"chapterSummary\": \"A woman describes her childhood experience with sexual abuse.\"\n  },\n  {\n    \"startOffset\": 888,\n    \"endOffset\": 904,\n    \"chapterSummary\": \"A woman describes her childhood experience with sexual abuse.\"\n  },\n  {\n    \"startOffset\": 904,\n    \"endOffset\": 920,\n    \"chapterSummary\": \"A woman describes her childhood experience with sexual abuse and how her parents did not believe her.\"\n  },\n  {\n    \"startOffset\": 920,\n    \"endOffset\": 936,\n    \"chapterSummary\": \"A woman discusses the abuse that happened and the pain and shame she experiences even to this day.\"\n  },\n  {\n    \"startOffset\": 936,\n    \"endOffset\": 952,\n    \"chapterSummary\": \"A woman discusses the abuse that happened and the pain and shame she experiences even to this day.\"\n  },\n  {\n    \"startOffset\": 952,\n    \"endOffset\": 960,\n    \"chapterSummary\": \"A woman discusses how she feels about her abuser and how she is trying to let go of the pain.\"\n  }\n]\n```"
    }
  }
  finish_reason: STOP
  safety_ratings {
    category: HARM_CATEGORY_HATE_SPEECH
    probability: NEGLIGIBLE
    probability_score: 0.168994054
    severity: HARM_SEVERITY_LOW
    severity_score: 0.226954922
  }
  safety_ratings {
    category: HARM_CATEGORY_DANGEROUS_CONTENT
    probability: NEGLIGIBLE
    probability_score: 0.188622713
    severity: HARM_SEVERITY_LOW
    severity_score: 0.232310146
  }
  safety_ratings {
    category: HARM_CATEGORY_HARASSMENT
    probability: LOW
    probability_score: 0.534855485
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.402861893
  }
  safety_ratings {
    category: HARM_CATEGORY_SEXUALLY_EXPLICIT
    probability: LOW
    probability_score: 0.363759875
    severity: HARM_SEVERITY_MEDIUM
    severity_score: 0.411997765
  }
}
usage_metadata {
  prompt_token_count: 851419
  candidates_token_count: 423
  total_token_count: 851842
}
, You are an assistant tasked with summarizing videos for retrieval.                     These summaries will be embedded and used to retrieve the raw video.                    Chapterize the video content by grouping the video content into chapters                     with intervals of 16 seconds and providing a concise detail for each chapter that is well optimized for retrieval.                    If there is a famous person like politician, celebrity or athlete, indicate their name and describe what they are famous for.                    Describe important scenes in the video concisely.                    If you are not sure about any info, please do not make it up.                     Only consider video from 840 seconds to 960 seconds. Ignore analyzing the rest of video.                    If it is the last chapter, set the endOffset to 960 instead.\ 
                    If a chapter includes prohibited content, set chapterSummary to "".                    For result, follow JSON schema.<JSONSchema>"\n{\n  \"description\": \"A list of chapters\",\n  \"type\": \"array\",\n  \"items\": {\n\t\"type\":\"object\",\n\t\"properties\": {\n\t\t\"startOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"endOffset\": {\n\t\t\t\"type\":\"integer\"\n\t\t},\n\t\t\"chapterSummary\": {\n\t\t\t\"type\":\"string\"\n\t\t}\n\t},\n\t\"required\": [\"startOffset\",\"endOffset\",\"chapterSummary\" ]\n  }\n}\n"</JSONSchema>"
                    
960, 1080, candidates {
  content {
    role: "model"
    parts {
      text: "```json\n[\n  {\n    \"startOffset\": 960,\n    \"endOffset\": 976,\n    \"chapterSummary\": \"A woman, Amanda Lee, describes how long she has carried the guilt of her childhood. \"\n  },\n  {\n    \"startOffset\": 976,\n    \"endOffset\": 992,\n    \"chapterSummary\": \"Amanda Lee says that she feels guilty that she did not do more to protect those who came after her. \"\n  },\n  {\n    \"startOffset\": 992,\n    \"endOffset\": 1008,\n    \"chapterSummary\": \"Amanda Lee describes how she told her parents about Peter White\'s abuse but they did not know what to do. \"\n  },\n  {\n    \"startOffset\": 1008,\n    \"endOffset\": 1024,\n    \"chapterSummary\": \"Amanda Lee describes how she remembers being 9 years old and seeing blood in the toilet. \"\n  },\n  {\n    \"startOffset\": 1024,\n    \"endOffset\": 1040,\n    \"chapterSummary\": \"Amanda Lee describes how Peter White was a pillar of society and how that helped him get away with his crimes. \"\n  },\n  {\n    \"startOffset\": 1040,\n    \"endOffset\": 1056,\n    \"chapterSummary\": \"Amanda Lee describes how she felt sick when she visited Peter White\'s house as an adult. \"\n  },\n  {\n    \"startOffset\": 1056,\n    \"endOffset\": 1072,\n    \"chapterSummary\": \"Amanda Lee describes the moment she went to the police station in 2017. \"\n  },\n  {\n    \"startOffset\": 1072,\n    \"endOffset\": 1080,\n    \"chapterSummary\": \"Amanda Lee says that she had to look Peter White in the eye and tell him that he ruined her life. \"\n  }\n]\n```"
    }
  }
  finish_reason: STOP
  safety_ratings {
